"AccountName","AccountId","SSORole","InstanceId","InstanceName","Tenancy","Monitored","IpfEnvironment","SqlServerMonitored","IpfServiceName","FcmsCustomMonitoring","Role","Application","InstanceState","AvailabilityZone","VpcId","VpcOwnerId","VpcIsShared","SubnetId","CidrBlock","PrivateIpAddress","SecondaryPrivateIPs","Platform","InstanceType","CWMonitoring","vCPU","AMIId","AMIName","IamInstanceProfile","EbsOptimized","MetadataOptionsHttpTokens","MetadataOptionsHttpEndpoint","MetadataOptionsHttpPutResponseHopLimit","InstanceMetadataTags","DisableApiTermination","InstanceInitiatedShutdownBehavior","KeyPair","SecurityGroupIds","Tags","TagsFiltered"
"ipf-aws-vmc-sddc1","390439356506","nonprivFujitsuCSA","i-0f911c0790b5b2f3b","AZ1UKGCL801","default","Ready","PROD","True","Focus CNFS Common","custom_metrics_AZ1UKGCL801.json","CNFS SQL Database Server (Poland, Czech, Romania, Hungary)","Focus CNFS Common","running","eu-west-1a","vpc-0a3828acd165d4e15","390439356506","False","subnet-05778cdf899c9dc1e","10.200.3.0/24","10.200.3.62","N/A","windows","x2iezn.8xlarge","Basic","28","ami-01c57da69c33faef7","AMI Deleted/Private (ami-01c57da69c33faef7)","arn:aws:iam::390439356506:instance-profile/fjs_managed_instance_core","True","required","enabled","1","disabled","True","stop","FOCUS-CNFS-COPYCNFS","sg-03a001710ebccde54;sg-00b82cc5e8a762679;sg-0083934f3153c06af;sg-0500ae3b991dbb2f2;sg-0d7f01661c986a0bb;sg-0e82b6e4b12caa010;sg-0f49c7935afd30919","Schedule=;ipf:vmc:ipaddress=10.200.3.62;ipf:vmc:servicetier=;ipf:costcenter=ITS-UK;ipf:sd:servicename=Focus CNFS Common;ipf:sd:OperatingSystemSupport=WHP - High Complexity 24 x 7;PatchGroup=NotApplicable;Environment=Focus Common;ipf:environment=PROD;map-migrated=d-server-00dv0n4ykp8jjt;Ipf:sd:Market_owner=;aws-migration-project-id=MPE17714;ipf:sd:dbsupport=DVP - Very High Complexity 24 x 7;ipf:solution=Focus;CostCenter=IPF FCMS Cost Centre;_GX_AMI_=;SqlServerMonitored=True;ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard;ipf:vmc:location=ipf-aws-vmc-sddc1;Name=AZ1UKGCL801;ipf:vmc:managedby=fjs-wintel;fcms:CustomMonitoring=custom_metrics_AZ1UKGCL801.json;ipf:vmc:backuppolicy=Policy 2 - SQL;ipf:vmc:pricePlan=Reserved: 3-Year No Upfront -  Hourly;Backup=False;Patch Group=;Monitored=Ready;ServiceLevel=Enterprise;ipf:sd:hostname=az1ukgcl801;ipf:vmc:changerequest=EOL PF 232A FOCUS Common CNFS and Copy CNFS Add v1.1;ipf:vmc:serverRole=CNFS SQL Database Server (Poland, Czech, Romania, Hungary);ipf:sd:infrastructureapplicationsupport=;AutoPatch=False;Role=CNFS SQL Database Server (Poland, Czech, Romania, Hungary);Application=Focus CNFS Common;ipf:bill:chargingTower=Focus Common","True"
"ipf-aws-vmc-sddc1","390439356506","nonprivFujitsuCSA","i-0826b62eb0f4764eb","AZ1UKGCL802","default","True","PROD","True","Focus Copy CNFS Common","group_4_sql_AZ1UKGCL802.json","Copy CNFS SQL Database Server (Poland)","Focus Copy CNFS Common","running","eu-west-1a","vpc-0a3828acd165d4e15","390439356506","False","subnet-05778cdf899c9dc1e","10.200.3.0/24","10.200.3.63","N/A","windows","x2iezn.4xlarge","Basic","16","ami-01c57da69c33faef7","AMI Deleted/Private (ami-01c57da69c33faef7)","arn:aws:iam::390439356506:instance-profile/fjs_managed_instance_core","True","required","enabled","1","disabled","True","stop","FOCUS-CNFS-COPYCNFS","sg-079645868dc6e588f;sg-00b82cc5e8a762679;sg-0083934f3153c06af;sg-0500ae3b991dbb2f2;sg-0d7f01661c986a0bb;sg-0e82b6e4b12caa010;sg-0f49c7935afd30919","ipf:vmc:location=ipf-aws-vmc-sddc1;Name=AZ1UKGCL802;ipf:vmc:pricePlan=Reserved: 3-Year No Upfront -  Hourly;ipf:vmc:backuppolicy=Policy 2 - SQL;aws-migration-project-id=MPE17714;ipf:sd:hostname=az1ukgcl802;ipf:vmc:managedby=fjs-wintel;ipf:vmc:serverRole=Copy CNFS SQL Database Server (Poland, Romania);ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard;ipf:sd:servicename=Focus Copy CNFS Common;Backup=False;Environment=Focus Common;ipf:vmc:ipaddress=10.200.3.63;Ipf:sd:Market_owner=;Monitored=True;ipf:environment=PROD;ipf:vmc:servicetier=;map-migrated=d-server-005zkcckdorzri;CostCenter=IPF FCMS Cost Centre;ipf:solution=Focus;ServiceLevel=Enterprise;ipf:sd:dbsupport=DVP - Very High Complexity 24 x 7;Schedule=;Application=Focus Copy CNFS Common;fcms:CustomMonitoring=group_4_sql_AZ1UKGCL802.json;ipf:vmc:changerequest=EOL PF 232A FOCUS Common CNFS and Copy CNFS Add v1.1;Role=Copy CNFS SQL Database Server (Poland);ipf:sd:infrastructureapplicationsupport=;AutoPatch=False;ipf:bill:chargingTower=Focus Common;ipf:sd:OperatingSystemSupport=WHP - High Complexity 24 x 7;ipf:costcenter=ITS-UK;Patch Group=;PatchGroup=NotApplicable;SqlServerMonitored=True","True"
"ipf-aws-vmc-sddc1","390439356506","nonprivFujitsuCSA","i-0dd20906895c18fb8","AZ1UKGCL803","default","Ready","PROD","True","Focus Copy CNFS Common","group_4_sql_AZ1UKGCL803.json","Copy CNFS SQL Database Server (Czech, Romania, Hungary)","Focus Copy CNFS Common","running","eu-west-1a","vpc-0a3828acd165d4e15","390439356506","False","subnet-05778cdf899c9dc1e","10.200.3.0/24","10.200.3.64","N/A","windows","x2iezn.4xlarge","Basic","16","ami-01c57da69c33faef7","AMI Deleted/Private (ami-01c57da69c33faef7)","arn:aws:iam::390439356506:instance-profile/fjs_managed_instance_core","True","required","enabled","1","disabled","True","stop","FOCUS-CNFS-COPYCNFS","sg-079645868dc6e588f;sg-00b82cc5e8a762679;sg-0083934f3153c06af;sg-0500ae3b991dbb2f2;sg-0d7f01661c986a0bb;sg-0e82b6e4b12caa010;sg-0f49c7935afd30919","Schedule=;Application=Focus Copy CNFS Common;ipf:vmc:ipaddress=10.200.3.64;ipf:costcenter=ITS-UK;map-migrated=d-server-01a3oaz98zxmnq;ipf:vmc:servicetier=;PatchGroup=NotApplicable;ipf:bill:chargingTower=Focus Common;Ipf:sd:Market_owner=;ipf:sd:dbsupport=DVP - Very High Complexity 24 x 7;ipf:vmc:changerequest=EOL PF 232A FOCUS Common CNFS and Copy CNFS Add v1.1;CostCenter=IPF FCMS Cost Centre;ipf:vmc:serverRole=Copy CNFS SQL Database Server (Czech, Hungary);ipf:solution=Focus;Role=Copy CNFS SQL Database Server (Czech, Romania, Hungary);Monitored=Ready;Patch Group=;aws-migration-project-id=MPE17714;ipf:sd:infrastructureapplicationsupport=;Name=AZ1UKGCL803;ipf:vmc:backuppolicy=Policy 2 - SQL;ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard;ipf:vmc:pricePlan=Reserved: 3-Year No Upfront -  Hourly;SqlServerMonitored=True;AutoPatch=False;ipf:vmc:location=ipf-aws-vmc-sddc1;fcms:CustomMonitoring=group_4_sql_AZ1UKGCL803.json;Backup=False;ipf:sd:servicename=Focus Copy CNFS Common;Environment=Focus Common;ServiceLevel=Enterprise;ipf:environment=PROD;ipf:sd:OperatingSystemSupport=WAP - Average Complexity 24 x 7;ipf:vmc:managedby=fjs-wintel;ipf:sd:hostname=az1ukgcl803","True"
"ipf-aws-vmc-sddc1","390439356506","nonprivFujitsuCSA","i-0c11c0e81e717ac26","DC1PRD01SQLS015","default","True","PROD","True","Hungary Collections","custom_metrics_DC1PRD01SQLS015.json","Standalone SQL database Server","Hungary Collections","running","eu-west-1a","vpc-0a3828acd165d4e15","390439356506","False","subnet-05778cdf899c9dc1e","10.200.3.0/24","10.200.3.43","N/A","windows","m5a.large","Basic","2","ami-0042be5a445cb4271","AMI Deleted/Private (ami-0042be5a445cb4271)","arn:aws:iam::390439356506:instance-profile/fjs_managed_instance_core","False","required","enabled","1","disabled","True","stop",,"sg-064240b79178b03f6;sg-0624eed6e309638f0;sg-0500ae3b991dbb2f2;sg-0d7f01661c986a0bb;sg-0e82b6e4b12caa010;sg-0f49c7935afd30919","ipf:vmc:ipaddress=10.200.3.43;ipf:costcenter=ITS-UK;ipf:vmc:servicetier=;Role=Standalone SQL database Server;CostCenter=IPF FCMS Cost Centre;ipf:sd:infrastructureapplicationsupport=;Ipf:sd:Market_owner=;ipf:sd:servicename=Hungary Collections;ServiceLevel=Enterprise;schedule=;ipf:sd:dbsupport=DLP - Low Complexity 24 x 7;ipf:sd:OperatingSystemSupport=WAP - Average Complexity 24 x 7;ipf:environment=PROD;AssetManaged=True;Monitored=True;ipf:vmc:managedby=fjs-wintel;Backup=False;Name=DC1PRD01SQLS015;Environment=Credit & L.Prevention Apps;ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard;SqlServerMonitored=True;AutoPatch=False;ipf:vmc:serverRole=Standalone SQL database Server;ipf:bill:chargingTower=Credit & L.Prevention Apps;ipf:vmc:location=ipf-aws-vmc-sddc1;CloudEndure creation time=2021-04-30T09:25:39.112754Z;ipf:vmc:changerequest=JCR-4506;ipf:solution=MyProvi;Patch Group=;aws-migration-project-id=MPE17714;ipf:sd:hostname=DC1PRD01SQLS015;PatchGroup=NotApplicable;map-migrated=d-server-017b6sr8zizfir;fcms:CustomMonitoring=custom_metrics_DC1PRD01SQLS015.json;ipf:vmc:pricePlan=Reserved: 3-Year No Upfront -  Hourly;aws:migrationhub:source-id=d-server-017b6sr8zizfir;Original id=42046c41-95ac-b9a4-be24-96a5471d3144;Application=Hungary Collections;ipf:vmc:backuppolicy=Policy 2 - SQL","True"
"ipf-aws-vmc-sddc1","390439356506","nonprivFujitsuCSA","i-0513376a6032c0f1a","AZ1UKTXLOG001","default","True","PROD","True","FOCUS Core Infrastructure","True","FOCUS Transaction Log Server","FOCUS","running","eu-west-1a","vpc-0a3828acd165d4e15","390439356506","False","subnet-06adcd0443aea9503","10.200.2.0/24","10.200.2.12","N/A","windows","t3a.xlarge","Basic","4","ami-0ed729c5702d2af0c","AMI Deleted/Private (ami-0ed729c5702d2af0c)","arn:aws:iam::390439356506:instance-profile/fjs_managed_instance_core","True","required","enabled","1","disabled","True","stop","TXLOG","sg-0cd3697d3b5dc9645;sg-038a81bd4db8899e0;sg-0083934f3153c06af;sg-0500ae3b991dbb2f2","Role=FOCUS Transaction Log Server;Application=FOCUS;ipf:vmc:location=ipf-aws-vmc-sddc1;Name=AZ1UKTXLOG001;AutoPatch=True;Ipf:sd:Market_owner=;ipf:sd:servicename=FOCUS Core Infrastructure;ServiceLevel=Enterprise;ipf:vmc:managedby=fjs-wintel;AssetManaged=True;Environment=Production;ipf:environment=PROD;ipf:sd:OperatingSystemSupport=WAP - Average Complexity 24 x 7;Backup=False;Monitored=True;ipf:sd:hostname=az1uktxlog001;ipf:vmc:OperatingSystem=Windows Server 2016 Datacenter;PatchGroup=PatchAB-1;Schedule=;ipf:vmc:ipaddress=10.200.2.12;map-migrated=d-server-00vsh7fngl1emd;ipf:costcenter=ITS-UK;fcms:CustomMonitoring=True;ipf:vmc:serverRole=FOCUS TX Log Backups;ipf:solution=Focus;CostCenter=IPF FCMS Cost Centre;ipf:bill:chargingTower=Focus Common;aws-migration-project-id=MPE17714;ipf:vmc:changerequest=JCR 5451 PF 200A Focus Production Transaction Log Server DC1UKTXLOG001;ipf:sd:dbsupport=;Patch Group=;ipf:sd:infrastructureapplicationsupport=;ipf:vmc:servicetier=;SqlServerMonitored=True;ipf:vmc:pricePlan=Reserved: 3-Year No Upfront -  Hourly;ipf:vmc:backuppolicy=Policy 2 - SQL","True"
"ipf-aws-vmc-sddc1","390439356506","nonprivFujitsuCSA","i-080ba7b7d6e59db3f","DC1UKGCL201","default","True","PROD","True","Blue Analyser","custom_metrics_DC1UKGCL201.json","SQL Database Server  - Primary Replica","Blue Analyser","running","eu-west-1a","vpc-0a3828acd165d4e15","390439356506","False","subnet-05778cdf899c9dc1e","10.200.3.0/24","10.200.3.15","10.200.3.16;10.200.3.17","windows","r5a.xlarge","Basic","4","ami-0042be5a445cb4271","AMI Deleted/Private (ami-0042be5a445cb4271)","arn:aws:iam::390439356506:instance-profile/fjs_managed_instance_core","False","required","enabled","1","disabled","True","stop",,"sg-013db01292e9af1a5;sg-07e18de6d4734755c;sg-0083934f3153c06af;sg-0500ae3b991dbb2f2;sg-0f49c7935afd30919","AutoPatch=False;ipf:solution=FJS Core Infrastructure;ipf:sd:servicename=Blue Analyser;Monitored=True;Backup=False;Patch Group=;aws:migrationhub:source-id=d-server-0336vo6321ec2b;ipf:sd:hostname=DC1UKGCL201;Ipf:sd:Market_owner=;ipf:environment=PROD;map-migrated=d-server-0336vo6321ec2b;ipf:vmc:ipaddress=10.200.3.15;ipf:vmc:location=ipf-aws-vmc-sddc1;ipf:sd:OperatingSystemSupport=WAP - Average Complexity 24 x 7;Application=Blue Analyser;Role=SQL Database Server  - Primary Replica;Schedule=;ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard;ServiceLevel=Enterprise;ipf:vmc:managedby=fjs-wintel;Original id=91754685512;ipf:vmc:changerequest=EOL PF 301A VIPER SQL Guest Cluster Addition v1.2;ipf:vmc:serverRole=SQL Database Server  - Primary Replica;Environment=Financial Apps;ipf:costcenter=ITS-UK;ipf:sd:infrastructureapplicationsupport=;ipf:vmc:pricePlan=Reserved: 3-Year No Upfront;PatchGroup=NotApplicable;SqlServerMonitored=True;ipf:vmc:servicetier=;ipf:sd:dbsupport=DHP - High Complexity 24 x 7;CloudEndure creation time=2021-05-17T17:39:58.845289Z;fcms:CustomMonitoring=custom_metrics_DC1UKGCL201.json;ipf:vmc:backuppolicy=Policy 2 - SQL;CostCenter=IPF FCMS Cost Centre;Name=DC1UKGCL201;ipf:bill:chargingTower=Financial Apps;aws-migration-project-id=MPE17714","True"
"ipf-aws-vmc-sddc1","390439356506","nonprivFujitsuCSA","i-0af2ea70a0f52574b","DC1UKSQLS010","default","Ready","PROD","False","Freud Extracts","True","FREUD","Freud Extracts","running","eu-west-1a","vpc-0a3828acd165d4e15","390439356506","False","subnet-05778cdf899c9dc1e","10.200.3.0/24","10.200.3.61","N/A","windows","t3a.xlarge","Basic","4","ami-0042be5a445cb4271","AMI Deleted/Private (ami-0042be5a445cb4271)","arn:aws:iam::390439356506:instance-profile/fjs_managed_instance_core","False","required","enabled","1","disabled","True","stop",,"sg-003442b2f9f7032ce;sg-0083934f3153c06af;sg-0500ae3b991dbb2f2;sg-0d7f01661c986a0bb;sg-0e82b6e4b12caa010;sg-0f49c7935afd30919","ipf:vmc:serverRole=FREUD SQL Server;ipf:vmc:location=ipf-aws-vmc-sddc1;ipf:environment=PROD;ipf:sd:OperatingSystemSupport=WAP - Average Complexity 24 x 7;Backup=False;ipf:vmc:backuppolicy=Policy 2 - SQL;map-migrated=d-server-022g1bcmaqgg53;aws-migration-project-id=MPE17714;Original id=91754685803;SqlServerMonitored=False;Ipf:sd:Market_owner=;ipf:bill:chargingTower=Freud;ipf:vmc:pricePlan=Reserved: 3-Year No Upfront;fcms:CustomMonitoring=True;ipf:solution=Focus;CostCenter=IPF FCMS Cost Centre;Name=DC1UKSQLS010;Role=FREUD;Schedule=;ipf:costcenter=ITS-UK;ipf:sd:servicename=Freud Extracts;AssetManaged=True;PatchGroup=NotApplicable;ipf:vmc:servicetier=;ipf:vmc:ipaddress=10.200.3.61;ipf:vmc:changerequest=EOL PF 205A FREUD v1.1;Monitored=Ready;Environment=Freud;CloudEndure creation time=2021-05-20T10:33:03.785932Z;Patch Group=;ServiceLevel=Enterprise;aws:migrationhub:source-id=d-server-022g1bcmaqgg53;ipf:sd:infrastructureapplicationsupport=;ipf:vmc:managedby=fjs-wintel;AutoPatch=False;ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard;ipf:sd:dbsupport=DLP - Low Complexity 24 x 7;ipf:sd:hostname=DC1UKSQLS010;Application=Freud Extracts","True"
"ipf-aws-vmc-sddc1","390439356506","nonprivFujitsuCSA","i-037da1df56720fd9b","DC1UKGCL601","default","True","PROD","True","BankRec","custom_metrics_DC1UKGCL601.json","SQL Database - Primary replica","BankRec","running","eu-west-1a","vpc-0a3828acd165d4e15","390439356506","False","subnet-05778cdf899c9dc1e","10.200.3.0/24","10.200.3.21","10.200.3.22;10.200.3.23","windows","x2iezn.2xlarge","Basic","4","ami-01fdce02979471fed","AMI Deleted/Private (ami-01fdce02979471fed)","arn:aws:iam::390439356506:instance-profile/fjs_managed_instance_core","True","required","enabled","1","disabled","True","stop",,"sg-048697b733a2c4eed;sg-013db01292e9af1a5;sg-0083934f3153c06af;sg-0500ae3b991dbb2f2;sg-0d7f01661c986a0bb;sg-0e82b6e4b12caa010;sg-0f49c7935afd30919","ipf:bill:chargingTower=Financial Apps;aws-migration-project-id=MPE17714;map-migrated=d-server-00de0g0sfwp0m3;ipf:vmc:backuppolicy=Policy 2 - SQL;ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard;ipf:vmc:managedby=fjs-wintel;Role=SQL Database - Primary replica;ipf:vmc:ipaddress=10.200.3.21;Schedule=;Application=BankRec;ipf:sd:hostname=dc1ukgcl601;ipf:environment=PROD;Monitored=True;Patch Group=;ServiceLevel=Enterprise;Backup=False;Ipf:sd:Market_owner=;ipf:vmc:serverRole=SQL Database - Primary replica;ipf:solution=FJS Core Infrastructure;CostCenter=IPF FCMS Cost Centre;ipf:sd:dbsupport=DVP - Very High Complexity 24 x 7;ipf:costcenter=ITS-UK;ipf:sd:servicename=BankRec;ipf:vmc:changerequest=JCR: EOL PF 326A Bankrec Add 1.1;AutoPatch=False;SqlServerMonitored=True;ipf:vmc:location=ipf-aws-vmc-sddc1;ipf:vmc:servicetier=;PatchGroup=NotApplicable;ipf:sd:OperatingSystemSupport=WHP - High Complexity 24 x 7;ipf:sd:infrastructureapplicationsupport=;Environment=Financial Apps;Name=DC1UKGCL601;ipf:vmc:pricePlan=Reserved: 3-Year No Upfront -  Hourly;fcms:CustomMonitoring=custom_metrics_DC1UKGCL601.json","True"
"ipf-aws-vmc-sddc1","390439356506","nonprivFujitsuCSA","i-01e83e64ca7fc00de","DC1PRD01SQLS013","default","True","PROD","True","IFRS9 (BI Envrionment)","custom_metrics_DC1PRD01SQLS013.json","IFRS9 BI Server","IFRS9 (BI Envrionment)","running","eu-west-1a","vpc-0a3828acd165d4e15","390439356506","False","subnet-05778cdf899c9dc1e","10.200.3.0/24","10.200.3.53","N/A","windows","x1e.4xlarge","Basic","8","ami-01fdce02979471fed","AMI Deleted/Private (ami-01fdce02979471fed)","arn:aws:iam::390439356506:instance-profile/fjs_managed_instance_core","True","required","enabled","1","disabled","True","stop",,"sg-0cca4ca71ad752be0;sg-0624eed6e309638f0;sg-0500ae3b991dbb2f2;sg-0d7f01661c986a0bb;sg-0e82b6e4b12caa010;sg-0f49c7935afd30919;sg-083f6bd1528d2b43d","Ipf:sd:Market_owner=;PatchGroup=NotApplicable;Environment=IFRS9;ipf:vmc:servicetier=;CostCenter=IPF FCMS Cost Centre;ipf:sd:hostname=DC1PRD01SQLS013;Backup=False;Name=DC1PRD01SQLS013;ServiceLevel=Enterprise;fcms:CustomMonitoring=custom_metrics_DC1PRD01SQLS013.json;Schedule=;Monitored=True;ipf:sd:servicename=IFRS9 (BI Envrionment);map-migrated=d-server-01wo7o0htwqoov;ipf:bill:chargingTower=IFRS9;ipf:environment=PROD;ipf:vmc:changerequest=JCR-4466;ipf:sd:dbsupport=DHP - High Complexity 24 x 7;ipf:vmc:managedby=fjs-wintel;SqlServerMonitored=True;ipf:vmc:backuppolicy=Policy 2 - SQL;Application=IFRS9 (BI Envrionment);ipf:vmc:pricePlan=Reserved: 3-Year No Upfront -  Hourly;aws-migration-project-id=MPE17714;ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard;AssetManaged=True;ipf:vmc:serverRole=IFRS9 BI Server;ipf:sd:OperatingSystemSupport=WHP - High Complexity 24 x 7;Role=IFRS9 BI Server;ipf:vmc:ipaddress=10.200.3.53;ipf:vmc:location=ipf-aws-vmc-sddc1;ipf:costcenter=ITS-UK;ipf:sd:infrastructureapplicationsupport=;AutoPatch=False;ipf:solution=SDS;Patch Group=","True"
"ipf-aws-vmc-sddc1","390439356506","nonprivFujitsuCSA","i-0e9440513cc76d685","AZ1PRD01GCL101","default","True","PROD","True","Content  Management System -  Production","custom_metrics_AZ1PRD01GCL101.json","SiteCore SQL Server","Content  Management System -  Production","running","eu-west-1a","vpc-0a3828acd165d4e15","390439356506","False","subnet-05778cdf899c9dc1e","10.200.3.0/24","10.200.3.33","10.200.3.34;10.200.3.35","windows","x2iedn.xlarge","Basic","4","ami-01c57da69c33faef7","AMI Deleted/Private (ami-01c57da69c33faef7)","arn:aws:iam::390439356506:instance-profile/fjs_managed_instance_core","True","required","enabled","1","disabled","True","stop","CMS-18062021","sg-013db01292e9af1a5;sg-0624eed6e309638f0;sg-07de5e11e33201148;sg-0500ae3b991dbb2f2;sg-0c465fe615d4d050a;sg-0f49c7935afd30919","Name=AZ1PRD01GCL101;ipf:environment=PROD;Monitored=True;Backup=False;ipf:solution=MyProvi;ServiceLevel=Enterprise;ipf:sd:hostname=AZ1PRD01GCL101;Environment=CMS;ipf:vmc:changerequest=IPF Cloud Migration Project;ipf:sd:infrastructureapplicationsupport=Average Complexity  App 24 x 7;ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard;ipf:vmc:pricePlan=Reserved: 3-Year No Upfront -  Hourly;ipf:bill:chargingTower=CMS;SqlServerMonitored=True;Role=SiteCore SQL Server;ipf:vmc:servicetier=;ipf:costcenter=ITS-UK;ipf:sd:dbsupport=DAP - Average Complexity 24 x 7;ipf:vmc:ipaddress=10.200.3.33;PatchGroup=NotApplicable;AutoPatch=False;Patch Group=;ipf:vmc:location=ipf-aws-vmc-sddc1;AssetManaged=True;ipf:vmc:serverRole=SiteCore SQL Server;map-migrated=d-server-03gezqeg7sdfx2;aws-migration-project-id=MPE17714;fcms:CustomMonitoring=custom_metrics_AZ1PRD01GCL101.json;ipf:sd:servicename=Content  Management System -  Production;ipf:vmc:backuppolicy=Policy 2 - SQL;Schedule=;ipf:vmc:managedby=fjs-wintel;Application=Content  Management System -  Production;CostCenter=IPF FCMS Cost Centre;ipf:sd:OperatingSystemSupport=WAP - Average Complexity 24 x 7;Ipf:sd:Market_owner=","True"
