AccountName,AccountId,SSORole,Region,VpcId,SecurityGroupId,GroupName,Description,IsAttached,Status
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0d286d65b68b22158,Infradmzdns-01-sg,Security group for DMZ Root DNS Servers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-03e8bb059b8fb695b,AWS Application Migration Service default Replication Server Security Group,Security group with the required permissions for AWS Application Migration Service Replication Servers,FALSE,Orphaned
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-05a6e05b7691239f3,MarketManagedInstances-sg,Allow access to Servers from Fujitsu Managed servers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-062cbb67969dcc610,redissitecoredsi-sg,Allow access dsi redis nodes,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-02be5f95e509fad14,onedigitaluatmsi-sg-02,Next SG as onedigitaluatmsi-sg due to limitation of maximum number of rules per security group,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0b12c810af5197d37,AWS Application Migration Service default Conversion Server Security Group,Security group with the required permissions for AWS Application Migration Service Conversion Servers,FALSE,Orphaned
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0b196fbbe26376229,linuxpatch-01-sg,Security group for DMZ Root DNS Servers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-05640850e5992997f,IPFaccessServers-sg,Allow Access from IPF Users,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-073df9758d547db5e,AWSendpoints-sg,Allow access to AWS endpoints,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-08860953c9601ec6e,redissitecoremsi-sg,Allow access to msi redis nodes,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-088d746f5eb102953,sitecoredsiservers-01,Allow access to DSI Servers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-09edd407ababe3f3a,cloudmigration-sg,Allow access for Fujitsu Core Managed services,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0d3090c587553c2f1,default,default VPC security group,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0d83694e1104e0bcd,IPFKinesisTest-sg,CHG0450950,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-09635f72cf26a3368,onedigitaluatmsi-sg,onedigitaluatmsi-sg,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-002f0d13ca7096890,cmsdmzservers-01-sg,Security group for cmz dmz servers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0924c83677ceba3b4,scommanagedinstances-euw1-test-workloaddmz-01-sg,scommanagedinstances-euw1-test-workloaddmz-01,FALSE,Orphaned
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-01053d97a58ce97a3,IPFaccessServers_CMSUAT-sg,Access to Servers from CMP/LCOP/Pulse Secure,FALSE,Orphaned
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0ee4d97fd9ed20e18,WSUS-Communication,CHG0447866 - Allow WSUS HTTP traffic,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-072601cf9bbe904bd,cmsuatpreservers_pen.testing-sg,cmsuatpreservers_pen.testing-sg,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0e0485a9bc306fb51,IPFDigitalUATA-sg,CHG0450950,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-012ccc65cd92b7550,dmz-itaka-euw1-test-workloadpoland-01-sg,Allow connectivity to DMZ Itaka,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-03755cb07eeeb01d7,dmzproxy-01-sg,Security group for DMZ Root DNS Servers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-04898fd569c34d9b0,UAT01DomainMembers-sg,Allow access from UAT Domain Controllers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-042d3170382e73750,sitecoremsiservers-sg,Allow access to MSI servers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-010903e0906b905f7,IPFADFSTest-sg,CHG0450950,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0e4eb7a98ac69dc16,Netskope-private-access-workloaddmz-test-01-sg,Allow connectivity to all DMZ-Test servers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-06de3f8c415d5d96c,hu-testdb-sg-01,Security group for HUN Test and Dev Servers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-09fdd9c6c03a1f5d9,onedigitaluatmsi2nd-sg,Second SG as onedigitaluatmsi-sg due to limitation of maximum number of rules per security group,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0cbe101a930f18db2,Netskope-infrtastructure-workloaddmz-test-01-sg,Allow connectivity to all DMZ-Test servers,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-048f1a7154d0fb96c,IPFDigitalppdA-sg,CHG0450950,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-08be09e8e93537a42,tst2-webcz-01-sg,Security group for SQL Server tst2-webcz,TRUE,In Use
ipf-aws-dmz-test,909815309665,nonprivFujitsuCSA,eu-west-1,vpc-0c0e9ec7dd93a75f7,sg-0756f050617228441,FujitsuCoreManagedInstances-sg,Allow access from FJS Managed Servers,TRUE,In Use
